name;open;high;low;close;volume;marketCap;timestamp
"2810";0.03534614075787;0.0353512371352;0.03402646515066;0.03402646515066;6215941.083267477;0;"2024-08-04T23:00:00.000Z"
"2810";0.03404405075399;0.0347175745153;0.03250167439871;0.03250167461371;6085939.4248634875;0;"2024-08-05T00:00:00.000Z"
"2810";0.03250503497121;0.03250503497121;0.02922085042335;0.02922085042335;6123862.953848319;0;"2024-08-05T01:00:00.000Z"
"2810";0.02922234229615;0.03001034022901;0.02715134945743;0.03001034022901;6209539.141657854;0;"2024-08-05T02:00:00.000Z"
"2810";0.03001190798257;0.03024414116795;0.0291480321602;0.02982369012351;6176676.175152636;0;"2024-08-05T03:00:00.000Z"
"2810";0.02984144338797;0.02989733246189;0.02848826026764;0.02852132332684;6120380.057183211;0;"2024-08-05T04:00:00.000Z"
"2810";0.02854695998023;0.03519816720162;0.02666252975734;0.03440543478374;6289400.857397;0;"2024-08-05T05:00:00.000Z"
"2810";0.03440857539992;0.03474988334653;0.02543436339252;0.02750108563201;5487059.457850506;0;"2024-08-05T06:00:00.000Z"
"2810";0.02769357617077;0.03135050768847;0.02595033423545;0.02636134936805;5003898.176142286;0;"2024-08-05T07:00:00.000Z"
"2810";0.02637655928499;0.02664075659231;0.02431684253637;0.02664063912062;4859948.297006722;0;"2024-08-05T08:00:00.000Z"
"2810";0.02664403417641;0.02736957818412;0.02571925522181;0.02605601103761;4692313.195883471;0;"2024-08-05T09:00:00.000Z"
"2810";0.02606467842477;0.02624934443079;0.01961635719539;0.0207688677799;4900437.339042811;0;"2024-08-05T10:00:00.000Z"
"2810";0.02076903655828;0.02376385704958;0.01971883605007;0.02078777721963;5058407.985774652;0;"2024-08-05T11:00:00.000Z"
"2810";0.02073206288376;0.02317920752429;0.02073206288376;0.0226352085382;4913242.071070274;0;"2024-08-05T12:00:00.000Z"
"2810";0.02272429899849;0.02597749725649;0.02245761557155;0.02586537823007;4718914.836974168;0;"2024-08-05T13:00:00.000Z"
"2810";0.02586625859839;0.02712878099175;0.02564685292939;0.02609741568233;4599173.671952496;0;"2024-08-05T14:00:00.000Z"
"2810";0.02610577405399;0.02717485087514;0.02336706933991;0.02446142062707;4779074.410012765;0;"2024-08-05T15:00:00.000Z"
"2810";0.02445863760603;0.02484266079198;0.02329955220469;0.02336289985462;4657436.562809146;0;"2024-08-05T16:00:00.000Z"
"2810";0.02335678194903;0.02400041075217;0.02330700051559;0.02351612886439;4601604.40913225;0;"2024-08-05T17:00:00.000Z"
"2810";0.02351612886439;0.02351612886439;0.02232974089584;0.02232974089584;4234703.754738791;0;"2024-08-05T18:00:00.000Z"
"2810";0.02233761148944;0.02318812176423;0.02154717824921;0.02233079299172;4194977.731775384;0;"2024-08-05T19:00:00.000Z"
"2810";0.02232650589973;0.02593968364423;0.02232650589973;0.02318353500143;4162878.7775175064;0;"2024-08-05T20:00:00.000Z"
"2810";0.02317863340994;0.02466510336353;0.02317863340994;0.02415526029651;4028740.2518205224;0;"2024-08-05T21:00:00.000Z"
"2810";0.02416978542272;0.02420215162875;0.02380086556281;0.02388484328683;0;0;"2024-08-05T22:00:00Z"
